,Hour,DHI,DNI,WS,RH,T,TARGET
325,18,0,0,2.6,47.45,-5.6,0.0
326,19,0,0,2.4,48.0,-5.9,0.0
327,19,0,0,2.5,49.48,-6.3,0.0
328,20,0,0,2.6,49.84,-6.7,0.0
329,20,0,0,2.8,50.61,-6.9,0.0
330,21,0,0,3.1,49.64,-7.2,0.0
331,21,0,0,3.3,50.02,-7.3,0.0
332,22,0,0,3.6,47.42,-7.3,0.0
333,22,0,0,3.8,47.79,-7.4,0.0
334,23,0,0,4.1,44.98,-7.5,0.0
335,23,0,0,4.2,45.68,-7.7,0.0
288,0,0,0,1.4,76.91,3.0,0.0
289,0,0,0,1.5,78.56,2.7,0.0
290,1,0,0,1.5,76.76,2.4,0.0
291,1,0,0,1.5,77.96,2.2,0.0
292,2,0,0,1.5,76.49,1.9,0.0
293,2,0,0,1.6,77.59,1.7,0.0
294,3,0,0,1.6,76.06,1.5,0.0
295,3,0,0,1.7,76.6,1.4,0.0
296,4,0,0,1.7,75.63,1.2,0.0
297,4,0,0,1.9,73.58,1.6,0.0
298,5,6,25,2.0,72.81,2.0,0.563074889
299,5,37,238,2.5,63.66,3.9,5.442943597999999
300,6,59,451,3.0,63.37,5.8,13.41939106
301,6,76,597,2.8,56.4,7.5,22.89699469
302,7,88,696,2.7,53.01,9.2,32.843436100000005
303,7,99,766,2.7,48.93,10.4,42.8835781
304,8,107,817,2.6,41.87,11.6,52.45427567
305,8,114,856,2.6,39.73,12.4,61.55581802
306,9,119,887,2.6,35.39,13.2,69.9065262
307,9,125,910,2.6,33.82,13.9,77.3188381
308,10,127,928,2.6,30.3,14.7,83.41728478
309,10,124,950,2.6,28.97,15.4,88.57740264
310,11,118,970,2.5,26.42,16.1,92.42380328
311,11,118,974,2.4,25.4,16.7,94.39363746
312,12,118,976,2.3,23.71,17.3,95.04982516
313,12,117,975,2.2,23.12,17.7,94.20494065
314,13,116,971,2.1,22.14,18.1,91.95262542
315,13,112,966,2.1,21.86,18.3,88.19926314
316,14,106,956,2.1,21.38,18.5,82.9446566
317,14,102,940,2.0,21.36,18.5,76.5642984
318,15,97,921,1.9,21.52,18.4,69.15189945
319,15,91,894,1.8,21.93,18.1,60.70749862
320,16,93,827,1.7,22.77,17.8,50.66794027
321,16,80,795,1.7,22.77,17.8,41.37881789
322,17,71,742,1.2,28.27,16.4,31.80869644
323,17,61,645,0.9,31.51,14.7,21.86302289
324,18,46,500,0.7,44.19,13.0,12.38614999
325,18,28,272,0.6,47.86,11.8,4.597949656
326,19,2,18,0.6,43.31,10.6,0.18767389
327,19,0,0,0.8,45.99,9.7,0.0
328,20,0,0,1.0,50.55,8.7,0.0
329,20,0,0,1.2,52.64,8.1,0.0
330,21,0,0,1.4,54.69,7.4,0.0
331,21,0,0,1.6,55.82,7.1,0.0
332,22,0,0,1.7,55.54,6.8,0.0
333,22,0,0,1.8,56.31,6.6,0.0
334,23,0,0,1.9,55.7,6.5,0.0
335,23,0,0,2.0,56.47,6.3,0.0
288,0,0,0,2.3,69.84,1.9,0.0
289,0,0,0,2.5,70.84,1.7,0.0
290,1,0,0,2.7,69.57,1.6,0.0
291,1,0,0,3.0,70.07,1.5,0.0
292,2,0,0,3.3,67.16,1.5,0.0
293,2,0,0,3.5,66.12,1.7,0.0
294,3,0,0,3.8,63.11,1.8,0.0
295,3,0,0,3.8,62.66,1.9,0.0
296,4,0,0,3.9,61.66,2.0,0.0
297,4,0,0,3.8,61.23,2.1,0.0
298,5,0,0,3.8,62.2,2.2,0.0
299,5,0,0,3.6,62.65,2.1,0.0
300,6,0,0,3.4,64.52,2.0,0.0
301,6,0,0,3.2,62.71,2.4,0.0
302,7,0,1,3.0,61.67,2.7,0.0
303,7,23,118,3.4,55.88,4.1,2.8153094660000004
304,8,47,396,3.8,52.16,5.4,9.947284656
305,8,55,625,4.3,49.02,6.3,18.76827597
306,9,50,792,4.9,43.85,7.2,27.58909277
307,9,100,435,5.1,42.1,7.8,24.77371585
308,10,66,864,5.3,37.69,8.4,41.47693257
309,10,153,510,5.5,36.44,8.9,37.44164061
310,11,159,589,5.7,34.19,9.4,43.6347549
311,11,76,934,5.7,34.65,9.2,54.89545748
312,12,103,848,5.7,34.45,9.1,54.05097138
313,12,159,648,5.9,33.99,9.3,48.79590857
314,13,236,282,6.0,33.83,9.5,36.59685098
315,13,231,99,6.3,33.83,9.5,26.4623384
316,14,203,195,6.5,34.27,9.5,27.86990959
317,14,185,235,6.4,35.44,9.0,26.9316768
318,15,126,447,6.3,37.49,8.5,27.58869858
319,15,70,633,5.6,40.45,7.4,24.77382477
320,16,76,151,4.9,44.98,6.3,10.41639316
321,16,46,96,4.9,44.98,6.3,5.63048279
322,17,17,32,3.7,55.22,3.5,1.783041086
323,17,0,0,3.7,56.4,3.2,0.0
324,18,0,0,3.6,58.59,2.9,0.0
325,18,0,0,3.5,59.08,2.8,0.0
326,19,0,0,3.4,60.35,2.7,0.0
327,19,0,0,3.1,61.65,2.4,0.0
328,20,0,0,2.9,61.83,2.2,0.0
329,20,0,0,2.8,63.17,1.9,0.0
330,21,0,0,2.7,63.11,1.7,0.0
331,21,0,0,2.8,63.11,1.7,0.0
332,22,0,0,2.9,63.19,1.8,0.0
333,22,0,0,2.9,63.65,1.7,0.0
334,23,0,0,2.8,64.97,1.6,0.0
335,23,0,0,2.6,65.91,1.4,0.0
288,0,0,0,1.1,74.11,1.4,0.0
289,0,0,0,1.1,75.18,1.2,0.0
290,1,0,0,1.0,77.98,1.0,0.0
291,1,0,0,1.0,79.11,0.8,0.0
292,2,0,0,1.1,81.9,0.7,0.0
293,2,0,0,1.1,83.09,0.5,0.0
294,3,0,0,1.2,85.39,0.4,0.0
295,3,0,0,1.3,86.63,0.2,0.0
296,4,0,0,1.4,87.54,0.1,0.0
297,4,0,0,1.5,88.18,0.0,0.0
298,5,0,0,1.6,87.86,-0.1,0.0
299,5,0,0,1.7,88.5,-0.2,0.0
300,6,0,0,1.8,86.78,-0.3,0.0
301,6,0,0,1.9,87.41,-0.4,0.0
302,7,0,0,2.0,85.85,-0.6,0.0
303,7,4,0,2.5,85.23,-0.5,0.375393573
304,8,17,0,3.0,83.48,-0.4,1.595420931
305,8,30,0,3.5,82.28,-0.2,2.8154425130000003
306,9,42,0,3.9,80.53,0.1,3.941606523
307,9,28,0,4.2,79.95,0.2,2.627734794
308,10,39,0,4.5,78.63,0.3,3.660055155
309,10,56,0,4.7,78.63,0.3,5.255463813
310,11,70,0,4.9,77.88,0.4,6.5693225470000005
311,11,108,1,5.0,77.88,0.4,10.13552621
312,12,123,1,5.1,77.27,0.4,11.54323819
313,12,102,0,5.2,77.27,0.4,9.572441425
314,13,116,4,5.2,77.19,0.3,11.07401303
315,13,126,6,5.2,77.75,0.2,12.10634959
316,14,118,11,5.1,78.25,0.0,11.44944106
317,14,82,8,4.8,79.39,-0.2,7.977087121
318,15,34,1,4.6,80.52,-0.4,3.190841862
319,15,26,0,4.1,82.3,-0.7,2.440063586
320,16,11,0,3.6,83.57,-1.0,1.032337998
321,16,5,0,3.6,83.57,-1.0,0.469244544
322,17,1,0,3.1,84.31,-1.5,0.093849425
323,17,0,0,3.1,84.93,-1.6,0.0
324,18,0,0,3.1,84.28,-1.7,0.0
325,18,0,0,3.1,84.91,-1.8,0.0
326,19,0,0,3.1,84.49,-1.9,0.0
327,19,0,0,3.2,85.11,-2.0,0.0
328,20,0,0,3.3,84.6,-2.1,0.0
329,20,0,0,3.2,85.86,-2.3,0.0
330,21,0,0,3.2,84.68,-2.4,0.0
331,21,0,0,3.0,85.95,-2.6,0.0
332,22,0,0,2.9,84.91,-2.8,0.0
333,22,0,0,2.8,86.18,-3.0,0.0
334,23,0,0,2.7,85.03,-3.1,0.0
335,23,0,0,2.6,85.03,-3.1,0.0
288,0,0,0,2.0,72.3,17.0,0.0
289,0,0,0,2.0,73.68,16.7,0.0
290,1,0,0,2.1,72.69,16.5,0.0
291,1,0,0,2.1,73.61,16.3,0.0
292,2,0,0,2.1,72.84,16.1,0.0
293,2,0,0,2.0,73.78,15.9,0.0
294,3,0,0,2.0,73.14,15.8,0.0
295,3,0,0,2.0,73.61,15.7,0.0
296,4,0,0,2.0,73.13,15.6,0.0
297,4,0,0,2.2,69.95,16.3,0.0
298,5,8,82,2.3,68.93,16.9,0.7506435779999999
299,5,28,373,2.7,62.73,18.4,5.817391812
300,6,41,564,3.0,59.82,19.8,13.69880862
301,6,50,684,3.0,53.24,21.7,22.70577019
302,7,58,765,3.0,44.48,23.6,32.27529675
303,7,63,822,3.1,41.65,24.7,41.75096913
304,8,68,866,3.3,35.47,25.8,51.13259107
305,8,71,898,3.1,33.84,26.6,59.95126303
306,9,74,923,2.9,30.32,27.4,68.01922292
307,9,96,895,2.8,28.94,28.2,73.74157108
308,10,175,755,2.6,26.18,28.9,74.86682047
309,10,91,948,2.5,25.29,29.5,85.93678597
310,11,250,664,2.5,22.92,30.2,79.74422048
311,11,316,494,2.5,22.27,30.7,72.51993364
312,12,379,455,2.5,20.72,31.1,75.42790459999999
313,12,233,742,2.6,20.37,31.4,86.68551491
314,13,321,599,2.6,19.2,31.7,81.61920913
315,13,228,709,2.7,19.2,31.7,80.49342694
316,14,289,536,2.8,18.48,31.7,69.79849609
317,14,251,552,2.9,18.69,31.5,64.92024932
318,15,103,878,3.0,18.43,31.3,70.45551219
319,15,86,881,2.9,19.06,30.7,63.32594464
320,16,86,842,2.8,19.71,30.1,54.6952137
321,16,77,809,2.8,19.71,30.1,45.68879773
322,17,73,749,2.5,22.34,28.5,36.21393456
323,17,67,669,2.0,24.4,27.0,26.64488863
324,18,56,562,1.5,34.09,25.4,17.35701091
325,18,41,408,1.4,37.72,23.7,9.007049656
326,19,18,159,1.3,43.1,22.1,2.345627103
327,19,0,0,1.3,44.49,21.6,0.0
328,20,0,0,1.4,45.58,21.1,0.0
329,20,0,0,1.4,46.43,20.8,0.0
330,21,0,0,1.5,47.23,20.4,0.0
331,21,0,0,1.5,48.12,20.1,0.0
332,22,0,0,1.5,48.68,19.7,0.0
333,22,0,0,1.6,49.59,19.4,0.0
334,23,0,0,1.7,50.13,19.0,0.0
335,23,0,0,1.8,51.71,18.5,0.0
288,0,0,0,0.4,52.64,-0.8,0.0
289,0,0,0,0.5,53.02,-0.9,0.0
290,1,0,0,0.5,54.97,-1.0,0.0
291,1,0,0,0.5,55.38,-1.1,0.0
292,2,0,0,0.6,57.28,-1.2,0.0
293,2,0,0,0.6,57.71,-1.3,0.0
294,3,0,0,0.6,59.65,-1.4,0.0
295,3,0,0,0.6,59.57,-1.4,0.0
296,4,0,0,0.6,62.0,-1.5,0.0
297,4,0,0,0.7,62.45,-1.6,0.0
298,5,0,0,0.7,64.59,-1.6,0.0
299,5,0,0,0.7,65.07,-1.7,0.0
300,6,0,0,0.8,67.68,-1.8,0.0
301,6,0,0,0.8,67.18,-1.7,0.0
302,7,0,0,0.8,69.39,-1.7,0.0
303,7,9,36,1.0,66.4,-1.1,0.93849012
304,8,32,76,1.1,67.32,-0.6,3.753939853
305,8,64,80,1.4,63.98,0.1,7.320126400000001
306,9,86,289,1.7,63.73,0.8,14.73398723
307,9,66,730,1.7,61.48,1.3,27.21549565
308,10,62,841,1.6,61.0,1.9,34.06606819
309,10,63,877,1.5,58.86,2.4,38.75815111
310,11,64,906,1.4,56.84,2.9,42.417888700000006
311,11,63,922,1.3,54.87,3.4,44.57607614
312,12,70,896,1.1,51.53,4.0,44.66962595
313,12,136,376,1.2,50.11,4.4,28.52837519
314,13,93,238,1.3,47.55,4.7,18.29939086
315,13,57,902,1.5,47.22,4.8,39.22634344
316,14,49,904,1.7,45.45,4.9,35.09721609
317,14,49,841,1.5,48.4,4.0,28.90387562
318,15,42,791,1.2,52.2,3.2,22.33500935
319,15,35,705,0.9,58.48,1.6,15.1092426
320,16,26,578,0.7,63.23,-0.1,8.070926335
321,16,14,223,0.7,63.23,-0.1,1.7831116319999998
322,17,0,0,0.5,67.2,-1.2,0.0
323,17,0,0,0.4,67.2,-1.2,0.0
324,18,0,0,0.4,66.9,-1.3,0.0
325,18,0,0,0.6,66.41,-1.2,0.0
326,19,0,0,0.8,64.93,-1.2,0.0
327,19,0,0,0.8,65.41,-1.3,0.0
328,20,0,0,0.9,63.61,-1.4,0.0
329,20,0,0,0.8,64.08,-1.5,0.0
330,21,0,0,0.8,62.37,-1.6,0.0
331,21,0,0,0.7,63.76,-1.9,0.0
332,22,0,0,0.7,62.88,-2.2,0.0
333,22,0,0,0.8,64.29,-2.5,0.0
334,23,0,0,0.9,63.39,-2.9,0.0
335,23,0,0,1.0,64.74,-3.2,0.0
288,0,0,0,3.3,35.38,-2.8,0.0
289,0,0,0,3.4,35.86,-3.0,0.0
290,1,0,0,3.5,33.4,-3.2,0.0
291,1,0,0,3.6,33.9,-3.4,0.0
292,2,0,0,3.6,31.4,-3.6,0.0
293,2,0,0,3.7,31.64,-3.7,0.0
294,3,0,0,3.8,29.15,-3.8,0.0
295,3,0,0,3.8,29.37,-3.9,0.0
296,4,0,0,3.8,28.36,-3.9,0.0
297,4,0,0,3.9,27.73,-3.6,0.0
298,5,0,0,4.0,27.78,-3.4,0.0
299,5,0,0,4.0,27.57,-3.3,0.0
300,6,0,0,4.0,28.8,-3.2,0.0
301,6,0,0,4.0,28.59,-3.1,0.0
302,7,0,0,4.0,31.52,-3.1,0.0
303,7,11,48,4.1,29.7,-2.3,1.126202996
304,8,39,168,4.2,34.15,-1.6,5.349423079
305,8,67,239,4.2,31.98,-0.7,10.41719454
306,9,94,296,4.1,36.8,0.3,15.76639144
307,9,119,321,3.7,34.74,1.1,20.55243671
308,10,127,438,3.2,39.16,2.0,26.83990302
309,10,151,416,3.1,37.26,2.7,29.84273951
310,11,163,424,2.9,39.67,3.3,32.47018799
311,11,168,447,2.9,39.12,3.5,34.53469051
312,12,179,405,2.9,40.28,3.8,33.97151289999999
313,12,165,453,2.7,40.85,3.6,34.44080839
314,13,141,508,2.6,43.11,3.5,33.59624783
315,13,141,453,2.2,44.4,3.1,30.12414236
316,14,145,283,1.8,48.69,2.7,22.99204773
317,14,122,101,1.5,50.45,2.2,14.3583781
318,15,97,115,1.2,52.59,1.7,11.73076552
319,15,65,80,1.2,56.91,0.6,7.413933435
320,16,34,48,1.1,54.01,-0.6,3.660091357
321,16,7,6,1.1,54.01,-0.6,0.656939474
322,17,0,0,1.4,54.72,-2.1,0.0
323,17,0,0,1.7,56.78,-2.6,0.0
324,18,0,0,2.1,55.59,-3.0,0.0
325,18,0,0,2.3,57.27,-3.4,0.0
326,19,0,0,2.5,56.2,-3.8,0.0
327,19,0,0,2.6,57.55,-4.1,0.0
328,20,0,0,2.7,55.94,-4.3,0.0
329,20,0,0,2.7,56.36,-4.4,0.0
330,21,0,0,2.8,54.56,-4.4,0.0
331,21,0,0,2.8,55.04,-4.5,0.0
332,22,0,0,2.8,54.04,-4.6,0.0
333,22,0,0,2.8,54.45,-4.7,0.0
334,23,0,0,2.8,53.58,-4.8,0.0
335,23,0,0,2.8,54.4,-5.0,0.0
288,0,0,0,1.9,50.6,-4.6,0.0
289,0,0,0,1.9,51.37,-4.8,0.0
290,1,0,0,1.9,50.78,-5.1,0.0
291,1,0,0,1.9,52.34,-5.5,0.0
292,2,0,0,2.0,52.35,-5.9,0.0
293,2,0,0,2.0,53.97,-6.3,0.0
294,3,0,0,2.0,54.2,-6.7,0.0
295,3,0,0,1.8,55.46,-7.0,0.0
296,4,0,0,1.7,54.78,-7.3,0.0
297,4,0,0,1.4,54.85,-7.3,0.0
298,5,0,0,1.1,55.32,-7.4,0.0
299,5,0,0,0.9,55.32,-7.4,0.0
300,6,0,0,0.7,56.23,-7.4,0.0
301,6,0,0,0.8,54.53,-7.0,0.0
302,7,4,0,0.9,53.07,-6.6,0.375418738
303,7,29,2,1.2,49.54,-5.7,2.721758934
304,8,58,6,1.6,52.28,-4.9,5.537322943
305,8,98,116,1.9,48.85,-4.0,12.10690839
306,9,84,26,2.2,52.79,-3.2,8.728159545
307,9,163,221,2.7,47.94,-1.9,23.83785863
308,10,180,122,3.2,52.03,-0.6,22.33594213
309,10,140,49,3.5,47.02,0.8,15.5786107
310,11,134,10,3.8,50.08,2.2,13.13838519
311,11,238,52,3.9,47.32,3.0,25.15040194
312,12,267,75,4.0,49.6,3.8,29.27931498
313,12,248,44,4.0,48.57,4.1,25.71315979
314,13,210,25,3.9,50.3,4.3,21.11477458
315,13,175,13,3.7,50.65,4.2,17.07952532
316,14,193,31,3.5,52.73,4.0,19.61334417
317,14,171,26,3.4,54.62,3.5,17.17350099
318,15,138,17,3.2,57.6,2.9,13.60750854
319,15,116,24,2.7,62.28,1.8,11.63690661
320,16,87,13,2.3,66.33,0.7,8.446243998
321,16,54,4,2.3,66.33,0.7,5.161593555
322,17,21,0,1.6,74.54,-2.2,1.970853077
323,17,2,0,1.5,78.03,-2.8,0.187701531
324,18,0,0,1.4,77.91,-3.3,0.0
325,18,0,0,1.1,79.68,-3.6,0.0
326,19,0,0,0.9,80.09,-3.9,0.0
327,19,0,0,0.9,80.09,-3.9,0.0
328,20,0,0,0.9,79.79,-3.8,0.0
329,20,0,0,0.9,79.19,-3.7,0.0
330,21,0,0,1.0,79.06,-3.7,0.0
331,21,0,0,1.0,79.65,-3.8,0.0
332,22,0,0,1.0,79.55,-3.9,0.0
333,22,0,0,1.0,78.86,-3.8,0.0
334,23,0,0,1.0,79.21,-3.7,0.0
335,23,0,0,1.0,78.62,-3.6,0.0
288,0,0,0,1.5,57.05,12.2,0.0
289,0,0,0,1.6,58.57,11.8,0.0
290,1,0,0,1.7,57.21,11.4,0.0
291,1,0,0,1.9,57.97,11.2,0.0
292,2,0,0,2.0,56.53,10.9,0.0
293,2,0,0,2.2,56.91,10.8,0.0
294,3,0,0,2.3,54.94,10.6,0.0
295,3,0,0,2.3,55.31,10.5,0.0
296,4,0,0,2.4,53.1,10.4,0.0
297,4,3,27,2.7,48.72,11.7,0.187671621
298,5,22,346,3.0,43.85,13.0,4.034882194
299,5,34,566,3.2,38.28,15.1,11.25987645
300,6,44,695,3.4,32.98,17.3,20.07962743
301,6,52,781,2.9,28.39,19.7,29.55568121
302,7,58,840,2.3,22.37,22.1,39.21888516
303,7,63,882,1.8,20.56,23.5,48.69446926
304,8,68,914,1.3,18.19,24.9,57.7944729
305,8,72,938,1.0,17.35,25.7,66.33170941
306,9,76,955,0.6,16.85,26.6,74.02432947
307,9,79,969,0.8,16.18,27.3,80.87259947
308,10,82,979,1.0,15.79,28.0,86.59493608
309,10,82,989,1.4,15.25,28.6,91.19146553
310,11,94,971,1.9,14.88,29.2,93.53630807
311,11,180,866,2.3,14.46,29.7,93.81724566
312,12,204,818,2.7,14.07,30.1,92.22194695
313,12,402,512,3.1,13.81,30.4,83.12144
314,13,179,857,3.4,13.32,30.7,91.37699272
315,13,107,949,3.8,13.24,30.8,89.87583448
316,14,171,818,4.2,12.76,30.9,81.61992697
317,14,237,651,4.5,12.84,30.8,71.20642836
318,15,312,356,4.8,12.44,30.7,54.03813943
319,15,238,81,5.0,12.71,30.3,27.39445504
320,16,190,28,5.2,12.15,30.0,19.4201058
321,16,178,100,5.2,12.15,30.0,21.4840784
322,17,131,94,5.1,12.65,28.7,15.9491071
323,17,99,148,4.7,13.8,27.2,13.88533397
324,18,78,244,4.2,16.82,25.8,12.66587118
325,18,46,165,4.0,19.18,23.6,6.567647593999999
326,19,17,57,3.8,21.17,21.4,1.876516122
327,19,0,0,4.1,22.67,20.3,0.0
328,20,0,0,4.3,22.27,19.3,0.0
329,20,0,0,4.3,23.26,18.6,0.0
330,21,0,0,4.3,22.0,18.0,0.0
331,21,0,0,4.1,22.84,17.4,0.0
332,22,0,0,3.9,22.19,16.8,0.0
333,22,0,0,3.6,22.91,16.3,0.0
334,23,0,0,3.2,22.88,15.8,0.0
335,23,0,0,3.3,22.85,15.8,0.0
288,0,0,0,0.8,64.7,9.3,0.0
289,0,0,0,0.8,66.47,8.9,0.0
290,1,0,0,0.9,69.61,8.4,0.0
291,1,0,0,0.9,71.52,8.0,0.0
292,2,0,0,1.0,74.03,7.5,0.0
293,2,0,0,1.1,77.13,6.9,0.0
294,3,0,0,1.1,76.7,6.3,0.0
295,3,0,0,1.2,78.84,5.9,0.0
296,4,0,0,1.4,73.08,5.5,0.0
297,4,0,0,1.7,67.74,6.6,0.0
298,5,21,242,2.1,58.66,7.7,3.190557821
299,5,39,507,2.6,51.6,9.6,10.50985335
300,6,49,667,3.2,43.39,11.5,19.51789147
301,6,59,765,3.0,38.32,13.4,29.27622581
302,7,66,832,2.9,33.04,15.2,39.22185985
303,7,73,880,2.7,29.65,16.9,49.07332392
304,8,77,915,2.5,24.51,18.6,58.36144762
305,8,81,938,2.6,22.75,19.8,66.80514887
306,9,86,955,2.6,20.22,21.0,74.59184381
307,9,89,966,2.8,19.26,21.8,81.25279079
308,10,93,974,3.0,18.42,22.7,86.88145486
309,10,105,964,3.4,17.75,23.3,90.91530722
310,11,288,664,3.7,17.9,23.9,84.72237456
311,11,411,321,3.9,17.69,24.1,66.98963725
312,12,454,181,4.2,18.39,24.3,58.73308224
313,12,262,20,4.4,18.72,24.0,26.36429798
314,13,310,33,4.5,20.27,23.8,31.89993246
315,13,418,100,4.6,21.37,22.9,47.56889932
316,14,250,20,4.6,24.96,22.1,25.05129746
317,14,200,47,4.2,27.02,20.8,22.2368627
318,15,213,19,3.8,33.53,19.6,21.2988794
319,15,132,9,3.1,34.55,19.1,12.9482886
320,16,132,13,2.4,38.9,18.6,13.13601715
321,16,132,127,2.4,38.9,18.6,18.29659532
322,17,110,488,1.9,42.71,17.6,29.08721484
323,17,42,13,1.3,45.49,16.6,4.316214807
324,18,63,97,0.7,55.05,15.5,7.975710751
325,18,44,120,0.7,60.23,14.1,5.630000107000001
326,19,14,28,0.6,66.0,12.7,1.407521686
327,19,0,0,0.7,69.55,11.9,0.0
328,20,0,0,0.7,71.23,11.0,0.0
329,20,0,0,0.9,73.63,10.5,0.0
330,21,0,0,1.0,75.12,10.0,0.0
331,21,0,0,1.2,77.68,9.5,0.0
332,22,0,0,1.5,79.2,9.1,0.0
333,22,0,0,1.7,81.37,8.7,0.0
334,23,0,0,1.9,78.59,8.4,0.0
335,23,0,0,2.1,80.75,8.0,0.0
288,0,0,0,1.2,82.83,9.3,0.0
289,0,0,0,1.1,85.09,8.9,0.0
290,1,0,0,1.1,83.54,8.5,0.0
291,1,0,0,1.1,85.25,8.2,0.0
292,2,0,0,1.1,81.75,7.9,0.0
293,2,0,0,0.9,83.43,7.6,0.0
294,3,0,0,0.7,79.23,7.4,0.0
295,3,0,0,0.6,80.87,7.1,0.0
296,4,0,0,0.4,78.18,6.7,0.0
297,4,0,0,0.4,76.07,7.1,0.0
298,5,14,97,0.3,73.69,7.5,1.595282417
299,5,39,370,0.6,67.48,8.8,7.788620516
300,6,51,514,0.9,61.22,10.2,15.0139772
301,6,52,344,0.9,55.07,11.8,14.82604175
302,7,77,388,0.9,49.17,13.4,21.76950124
303,7,93,417,0.7,44.92,14.8,27.96211872
304,8,146,194,0.6,38.6,16.1,24.20846827
305,8,206,16,0.6,36.23,17.1,20.26733205
306,9,156,8,0.7,31.81,18.2,15.20031525
307,9,144,7,1.2,30.27,19.0,14.07424221
308,10,137,7,1.6,28.38,19.8,13.41732625
309,10,124,5,2.0,27.35,20.4,12.00983519
310,11,114,4,2.4,26.48,21.0,11.0714938
311,11,168,10,2.7,25.81,21.4,16.60716768
312,12,124,5,3.0,25.42,21.8,12.10347576
313,12,96,1,3.1,25.27,21.9,9.101053168
314,13,124,5,3.3,25.51,22.0,12.10344916
315,13,110,3,3.4,25.66,21.9,10.60225781
316,14,102,2,3.4,26.15,21.8,9.757840927
317,14,158,8,3.3,26.47,21.6,15.38739837
318,15,107,4,3.3,27.11,21.3,10.32085001
319,15,166,13,3.1,27.81,20.9,16.32577999
320,16,162,32,2.9,28.55,20.5,16.88881218
321,16,138,49,2.9,28.55,20.5,15.10610422
322,17,109,73,2.5,31.77,19.1,12.85446042
323,17,102,230,2.3,34.45,17.8,15.85718872
324,18,63,229,2.1,41.3,16.5,10.13373286
325,18,31,87,2.4,45.74,14.9,3.753300401
326,19,5,12,2.6,56.34,13.2,0.469171317
327,19,0,0,2.8,59.75,12.3,0.0
328,20,0,0,3.1,68.39,11.3,0.0
329,20,0,0,2.9,71.64,10.6,0.0
330,21,0,0,2.7,77.68,10.0,0.0
331,21,0,0,2.6,80.32,9.5,0.0
332,22,0,0,2.5,83.93,9.0,0.0
333,22,0,0,2.3,85.64,8.7,0.0
334,23,0,0,2.2,86.54,8.5,0.0
335,23,0,0,2.1,87.12,8.4,0.0
288,0,0,0,1.6,53.96,-12.8,0.0
289,0,0,0,1.8,55.74,-13.2,0.0
290,1,0,0,2.0,54.99,-13.5,0.0
291,1,0,0,2.1,56.35,-13.8,0.0
292,2,0,0,2.3,55.67,-14.1,0.0
293,2,0,0,2.4,57.06,-14.4,0.0
294,3,0,0,2.5,55.87,-14.7,0.0
295,3,0,0,2.6,57.27,-15.0,0.0
296,4,0,0,2.7,55.26,-15.2,0.0
297,4,0,0,2.8,56.19,-15.4,0.0
298,5,0,0,2.8,53.89,-15.5,0.0
299,5,0,0,2.8,54.34,-15.6,0.0
300,6,0,0,2.8,52.21,-15.7,0.0
301,6,0,0,2.8,48.07,-14.7,0.0
302,7,15,75,2.8,45.98,-13.6,1.689514276
303,7,44,253,2.4,37.89,-11.2,7.227176025
304,8,65,458,2.1,39.19,-8.8,15.67411125
305,8,87,509,2.0,33.57,-6.8,22.90059337
306,9,119,539,2.0,32.22,-4.9,30.68990851
307,9,109,737,2.2,29.44,-3.7,41.76400365
308,10,89,929,2.3,29.19,-2.5,53.30705897
309,10,77,1032,2.4,27.31,-1.6,61.94068828
310,11,98,984,2.5,27.91,-0.7,64.84938223
311,11,102,990,2.5,26.69,-0.1,67.94593798
312,12,103,997,2.4,27.59,0.6,69.63466594
313,12,87,1051,2.3,27.0,0.9,71.32368144
314,13,86,1044,2.2,27.75,1.3,69.5402837
315,13,84,1025,2.0,27.72,1.3,65.78642224
316,14,82,1006,1.8,28.47,1.4,60.90633539
317,14,79,983,1.5,29.3,1.0,54.80655814
318,15,74,950,1.1,31.4,0.7,47.39281355
319,15,88,774,0.9,33.51,-0.2,36.13151225
320,16,120,246,0.7,38.57,-1.2,18.30057745
321,16,86,99,0.7,38.57,-1.2,10.13570444
322,17,42,134,0.9,49.47,-5.1,5.537335112999999
323,17,16,163,1.0,52.64,-5.9,2.064787177
324,18,0,0,1.1,51.19,-6.7,0.0
325,18,0,0,1.0,52.79,-7.1,0.0
326,19,0,0,0.8,52.71,-7.5,0.0
327,19,0,0,0.8,53.53,-7.7,0.0
328,20,0,0,0.9,54.19,-7.8,0.0
329,20,0,0,0.9,54.19,-7.8,0.0
330,21,0,0,1.0,55.41,-7.8,0.0
331,21,0,0,1.0,55.78,-7.9,0.0
332,22,0,0,0.9,57.6,-8.0,0.0
333,22,0,0,1.0,56.28,-7.7,0.0
334,23,0,0,1.0,57.61,-7.5,0.0
335,23,0,0,0.9,56.66,-7.3,0.0
288,0,0,0,3.8,48.38,-0.5,0.0
289,0,0,0,3.8,48.38,-0.5,0.0
290,1,0,0,3.7,47.71,-0.5,0.0
291,1,0,0,3.7,47.71,-0.5,0.0
292,2,0,0,3.6,46.98,-0.5,0.0
293,2,0,0,3.5,46.98,-0.5,0.0
294,3,0,0,3.4,46.37,-0.5,0.0
295,3,0,0,3.3,46.04,-0.4,0.0
296,4,0,0,3.2,45.48,-0.4,0.0
297,4,0,0,3.1,45.48,-0.4,0.0
298,5,0,0,3.1,44.99,-0.4,0.0
